b.CVDB_ID, b.Series, b.Number, b.Volume, b.FileName, b.PageCount, b.FileSize, b.ID 
None, The Legion of Super-Heroes in the 31st Century, 4, , The Legion of Super-Heroes in the 31st Century 004 (2007) (noads) (TeamO2-DCP).cbz, 23, 13.3122863770, e215a426-5d43-4945-a88c-7e038408185d
None, The Legion of Super-Heroes in the 31st Century, 4, , The Legion of Super-Heroes in the 31st Century 004 (2007) (c2c) (TeamO2-DCP).cbz, 37, 20.9724493027, d8e86895-c054-46d3-86b9-4074ca5d15ad
None, The Legion of Super-Heroes in the 31st Century, 5, , The Legion of Super-Heroes in the 31st Century 005 (2007) (noads) (TeamO2-DCP).cbz, 24, 13.6673078537, 96b8f0e8-bdd8-4c80-80d8-374c1b914045
None, The Legion of Super-Heroes in the 31st Century, 5, , The Legion of Super-Heroes in the 31st Century 005 (2007) (c2c) (TeamO2-DCP).cbz, 36, 20.1993360519, c1fd7c83-68f0-44d9-a098-c42118fea2b0
None, The Legion of Super-Heroes in the 31st Century, 6, , The Legion of Super-Heroes in the 31st Century 006 (2007) (noads) (Team-DCP).cbz, 24, 14.8355960846, a8827ca8-2b95-4392-94f8-a2816d98a174
None, The Legion of Super-Heroes in the 31st Century, 6, , The Legion of Super-Heroes in the 31st Century 006 (2007) (c2c) (Team-DCP).cbz, 44, 26.2640304565, daedf377-85a8-4b09-8647-08dd7d70d751
None, The Legion of Super-Heroes in the 31st Century, 7, , The Legion of Super-Heroes in the 31st Century 007 (2007) (noads) (TeamO2-DCP).cbz, 24, 14.3385848999, f285711c-7d12-40b3-8461-5efbc808c0f5
None, The Legion of Super-Heroes in the 31st Century, 7, , The Legion of Super-Heroes in the 31st Century 007 (2007) (c2c) (TeamO2-DCP).cbz, 37, 20.9841375351, 16014412-bc18-4616-9646-81ffcd69ec25
None, The Legion of Super-Heroes in the 31st Century, 9, , The Legion of Super-Heroes in the 31st Century 009 (2008) (noads) (TeamO2-DCP).cbz, 24, 13.8517408371, ecf34c27-c219-44d2-bcd0-f4bda543372b
None, The Legion of Super-Heroes in the 31st Century, 9, , The Legion of Super-Heroes in the 31st Century 009 (2008) (c2c) (TeamO2-DCP).cbz, 37, 20.7480411530, be7cf1ff-069a-4c18-9071-0695a10c70a5
None, The Legion of Super-Heroes in the 31st Century, 10, , The Legion of Super-Heroes in the 31st Century 010 (2008) (noads) (TeamO2-DCP).cbz, 24, 13.4809665680, d31c323e-3060-4f4d-8c69-ef6bdc13b8b4
None, The Legion of Super-Heroes in the 31st Century, 10, , The Legion of Super-Heroes in the 31st Century 010 (2008) (c2c) (TeamO2-DCP).cbz, 37, 20.2254915237, 7f684168-e814-4d9a-bd3e-02d261d21ba5
None, The Legion of Super-Heroes in the 31st Century, 11, , The Legion of Super-Heroes in the 31st Century 011 (2008) (noads) (TeamO2-DCP).cbz, 28, 19.0226402283, 298a6abe-4fab-4317-a819-bd9f53126aa4
None, The Legion of Super-Heroes in the 31st Century, 11, , The Legion of Super-Heroes in the 31st Century 011 (2008) (c2c) (TeamO2-DCP).cbz, 37, 23.7123165131, 7d7b77f0-2b8b-4282-a31d-3ebfe8421e22
None, The Legion of Super-Heroes in the 31st Century, 12, , The Legion of Super-Heroes in the 31st Century 012 (2008) (noads) (TeamO2-DCP).cbz, 24, 15.1954631805, 1b374cf9-ad6e-4b88-9d9f-453db89bfe70
None, The Legion of Super-Heroes in the 31st Century, 12, , The Legion of Super-Heroes in the 31st Century 012 (2008) (c2c) (TeamO2-DCP).cbz, 37, 22.4587450027, 0739deaa-25e8-47d2-b265-377eb9731d54
None, The Legion of Super-Heroes in the 31st Century, 13, , The Legion of Super-Heroes in the 31st Century 013 (2008) (noads) (TeamO2-DCP).cbz, 24, 13.6483707428, a0cd9577-9ecc-42af-95ee-aa3858babc04
None, The Legion of Super-Heroes in the 31st Century, 13, , The Legion of Super-Heroes in the 31st Century 013 (2008) (c2c) (TeamO2-DCP).cbz, 37, 19.4335470200, 6d611957-981e-45f3-b6c6-1635c6d7fac1
None, The Legion of Super-Heroes in the 31st Century, 14, , The Legion of Super-Heroes in the 31st Century 014 (2008) (noads) (TeamO2-DCP).cbz, 24, 11.2735805511, 0026a786-8e0c-4ec5-a2a8-2bf4047a5f38
None, The Legion of Super-Heroes in the 31st Century, 14, , The Legion of Super-Heroes in the 31st Century 014 (2008) (c2c) (TeamO2-DCP).cbz, 36, 16.4613409042, ec491b10-6378-44d8-9ddb-d7e315b31070
None, The Legion of Super-Heroes in the 31st Century, 15, , The Legion of Super-Heroes in the 31st Century 015 (2008) (noads) (TeamO2-DCP).cbz, 24, 12.6524257660, 7e9b21d8-8ed7-4f52-a04e-67dd88935c50
None, The Legion of Super-Heroes in the 31st Century, 15, , The Legion of Super-Heroes in the 31st Century 015 (2008) (c2c) (TeamO2-DCP).cbz, 37, 17.9902181625, 0143fc84-aa23-4c13-815f-c560e9ac566e
None, The Legion of Super-Heroes in the 31st Century, 16, , The Legion of Super-Heroes in the 31st Century 016 (2008) (noads) (TeamO2-DCP).cbz, 23, 14.8377656937, 740a55c0-b183-4b26-9164-b73f772b1c27
None, The Legion of Super-Heroes in the 31st Century, 16, , The Legion of Super-Heroes in the 31st Century 016 (2008) (c2c) (TeamO2-DCP).cbz, 36, 20.2302427292, ad7ce874-6818-4512-b187-c64c4054701e
None, Let Me In - Crossroads, 2, , Let Me In - Crossroads 02 (of 04) (2011) (two covers) (Minutemen-DTs).cbz, 28, 23.6395835876, 07013822-8e02-48f5-abc6-4cf5086f93ab
None, Let Me In - Crossroads, 3, , Let Me In - Crossroads 03 (2011) (noads) (2 Covers) (Crankyankers-CPS).cbz, 29, 18.0387458801, 9261d0af-4640-4cb3-89d3-7904737175e6
None, Let Me In - Crossroads, 3, , Let Me In - Crossroads 03 (2011) (c2c) (2 Covers) (Crankyankers-CPS).cbz, 38, 23.6192197800, 71254dcd-4974-4f20-8f73-5413d96bcb7f
None, The Lexian Chronicles, 10, , The Lexian Chronicles 010 (2007) (DarthScanner-DCP).cbz, 24, 11.4720439911, 52e730a8-d69b-4e57-a04e-98d8d449af98
None, The Lexian Chronicles, 11, , The Lexian Chronicles 11 (2007) (DarthScanner-DCP).cbz, 25, 13.1703844070, 575d830a-16c7-417d-b930-53a08a01c58c
None, The Lexian Chronicles, 12, , The Lexian Chronicles 12 (2007) (noads) (DarthScanner-DCP).cbz, 27, 14.8302974701, a646d7c2-715f-4f50-857d-669546d838c7
None, Life With Archie, 6, , Life With Archie #6 (2010) (Scalliwags).cbz, 66, 66.6286754608, 9aa2412f-0b62-411d-88b8-8b95b3ab29fa
None, The Light, 4, , The Light 04 (of 05) (2010) (C2C) (Minutemen-DTew).cbz, 32, 17.9095792770, 4293ecdf-2c8e-423d-9eca-c935cae68409
None, The Light, 5, , The Light 05 (of 05) (2010) (C2C) (Minutemen-DTew).cbz, 31, 14.2346019745, 08beebc2-754a-4544-a878-4a9188f97c4d
None, Little Dot 153, 6, , Little Dot 153 (1974-06) (c2c) (GreenGiant-DCP).cbz, 37, 25.4087295532, c3dfc866-dbd6-43a0-8fc8-08972992582f
None, The Little Monsters 006, 10, , The Little Monsters 006 (1966-10) (c2c) (GreenGiant-DCP).cbz, 37, 20.6920938492, f172f782-554d-427d-b715-c42b2ad8d521
None, The Living Corpse, 0, , The Living Corpse (Xenescope 2007) - #0.cbz, 26, 12.0140771866, 6b399937-1f72-467b-acaf-aaf3fd56b4e3
None, The Living Corpse, 0, , The Living Corpse 000 (2007) (iAGAINSTi-DCP).cbz, 26, 12.0147228241, 0de2b7de-4ca9-4c1c-a65a-daf5704d47cc
None, The Living Corpse, 0, , The Living Corpse 00 (of 05) (2007) (Minutemen-DarthScanner).cbz, 25, 19.8032255173, 22124f24-123b-4947-8f64-8dfe868dffe7
None, The Living Corpse, 0.5, , The Living Corpse 0.5 (2007) (Whitewolf-DCP).cbz, 17, 8.12654590607, 5df97041-43e3-437f-97d8-22a3677f40c6
None, The Living Corpse, 0.5, , The Living Corpse 0.5 (of 05) (2007) (Minutemen-DarthScanner).cbz, 14, 10.8749074936, dc8feb44-0c0a-4108-8ac5-0bdcc0e62ecf
None, The Living Corpse, 1, , The Living Corpse 1 (of 5) (2007) (MinuteMen-DarthScanner).cbz, 32, 26.8716249466, 6960e9d2-1ec0-4db0-a44d-da76efb0e8c6
None, The Living Corpse, 2, , The Living Corpse 2 (of 5) (2008) (MinuteMen-DarthScanner).cbz, 33, 26.4391660690, afdaa3b6-48c7-48c3-a8ff-f905d24d3569
None, Locke & Key - Keys to the Kingdom, 4, , Locke & Key - Keys to the Kingdom 04 (of 06) (2011) (Minutemen-DTew).cbz, 26, 22.0836381912, e178dbca-f174-47d9-8a89-a64db6ed1bfd
None, Locke & Key - Keys To The Kingdom, 4, , Locke & Key - Keys To The Kingdom 04 (of 06) (2011) (2 covers) (theProletariat-DCP).cbz, 27, 22.9570636749, 12d2aba1-0076-4a3f-bc7a-760770bd467a
None, Loco vs. Pulverine, , , Loco vs. Pulverine (1992) (c2c) (Minutemen-Abaddon).cbz, 35, 17.1535511017, 7f21becf-9e9f-4cab-a283-5c016b21a6ca
None, The Lone Ranger, 2, , The Lone Ranger 002 (2006) (DCBabes-DCP).cbz, 28, 17.7341270447, 241c8fff-7fd1-4578-b3ca-f6c9847d14f4
None, The Lone Ranger, 7, , The Lone Ranger 07 (2007) (greengiant-DCP).cbz, 26, 10.4612426758, f43c7ae8-e84c-4d83-b066-bd9f40d01a9c
None, The Lone Ranger, 23, , The Lone Ranger 23 (2010) (Minutemen-Ty'd Emma).cbz, 26, 14.3002204895, aa0232cf-6a19-4048-898e-f722b01e2de9
None, The Lone Ranger, 23, , The Lone Ranger 023 (2010) (c2c) (Z-Scan) (FIXED).cbz, 36, 25.4886970520, 9716b424-c6d4-4ec7-a8a9-b8d2ec34f457
None, The Lone Ranger, 24, , The Lone Ranger 24 (2010) (Minutemen-Ty'd Emma).cbz, 27, 14.5060262680, 89ddb932-aa02-4e91-8e11-c2c30708f393
None, The Lone Ranger, 24, , The Lone Ranger 024 (c2c) (2010) (Z-Scan).cbz, 36, 20.8258485794, a1665085-07a9-43f1-b077-36fa5ef56130
None, The Lone Ranger & Tonto, 1, , The Lone Ranger & Tonto 01 (2008) (Minutemen-Starsky & Hutch).cbz, 38, 19.7257833481, 562eeb5e-dbde-4fce-a5ad-d4cda22329a4
None, The Loners, 1, , The Loners 01 (of 6) (2007) (noads) (Extremest-DCP).cbz, 25, 14.3680267334, 65fca81e-f016-420c-8b26-8403bc118ecd
None, The Loners, 1, , The Loners 01 (2007) (noads) (Archangel-DCP).cbz, 26, 17.1712369919, d9b86ccd-560b-439a-b421-c3fb15dfb229
None, The Loners, 2, , The Loners 02 (of 6) (2007) (noads) Extremest-DCP).cbz, 24, 9.32182502747, 284f5b32-5a36-4955-8065-5ad3a905b520
None, The Loners, 3, , The Loners 03 (2007) (Archangel-DCP).cbz, 25, 16.4772529602, fbccee21-aff5-4955-add9-a36b3450edfa
None, The Loners, 4, , The Loners 04 (of 6) (2007) (Archangel-DCP).cbz, 24, 13.6314020157, e6f8b51d-3dc1-4dfc-8a4a-723e43345e5b
None, The Loners, 5, , The Loners 05 (2007) (Archangel-DCP).cbz, 24, 12.3953838348, 5593acf7-70a0-40c4-9f6e-83ab701b1059
None, The Loners, 6, , The Loners 06 (2007) (Archangel-DCP).cbz, 23, 12.3675527573, 5a24eb2a-73b7-433a-95ef-fe944531ccac
None, The Long Count, 1, , The Long Count 01 (of 06) (2007) (c2c) (SoulControl-DCP).cbz, 29, 14.5450448990, 1a1ed99c-2f60-42be-abd0-b2b988fe2983
None, Looney Tunes and Merrie Melodies Comics 084f, , , Looney Tunes and Merrie Melodies Comics 084f (1948) (c2c) (Darkmark-DCP).cbz, 52, 16.9256544113, 6d78030d-c725-433e-8b38-883f916b5b2d
None, The Lost Books of Eve, 1, , The Lost Books of Eve 01 (2007) (CookieMonster-DCP).cbz, 22, 6.88266849518, 89e11d25-b848-4d40-93e4-44f0c1b279a6
None, The Lost Books of Eve, 2, , The Lost Books of Eve 02 (2007) (CookieMonster-DCP).cbz, 22, 7.92810058594, e0dc4f4a-e1c7-4ef4-9c50-0faac8cccb52
None, The Lost Books of Eve, 4, , The Lost Books of Eve 04 (2008) (fixed) (CookieMonster-DCP).cbz, 19, 5.91391658783, 7d42b0ac-978d-4ccf-aa33-3cf889091001
None, The Lost Books Of Eve, 3, 1, The Lost Books Of Eve (Viper 2007) - Vol. 1-3.cbz, 36, 14.5954027176, 2c3b446e-27f9-47bb-9164-fbd3b77bf91c
None, The Lost Books Of Eve 1, 3, , The Lost Books Of Eve 1-3 (2007) (Viper Comics) (WildBlueZero-DCP).cbz, 36, 14.5953950882, df51b4cb-8ebe-4896-b671-615f74f5e0c7
None, The Lost Squad, 6, , The Lost Squad 06 (of 6) (2007) (DarthScanner-DCP).cbz, 30, 19.4956121445, 6f95acf5-3336-4c81-a2f9-39b0ebf4b100
None, Lucky, , 1, Lucky Vol. 1 [Drawn & Quarterly] (2006) (COUNTERpaul-DCP).cbz, 119, 40.1936044693, ed139d03-7af6-483a-9520-123dd5dec7a2
None, Lucky, 1, 2, Lucky Vol. 2 #1 [Drawn & Quarterly] (2007) (COUNTERpaul-DCP).cbz, 36, 16.7353496552, 3f8736ae-7e6f-4208-874c-2de7183b9ebc
None, Lucky, 2, 2, Lucky Vol. 2 #2 [Drawn & Quarterly] (2008) (COUNTERpaul-DCP).cbz, 35, 15.6208152771, d225d876-3c02-48ef-99a9-28e8133809a3
None, Luis Royo - Subversive Beauty, , , Luis Royo - Subversive Beauty (2007) (Sphynx-DCP).cbz, 38, 15.1751041412, 5f0bbbc1-f847-4a26-83a8-cde89bf75fa1
None, Magazine, 5, , Sketch Magazine 005 (2000) c2c (A-Team-DCP).cbz, 29, 23.7087440491, b735d0a8-7e8d-4a89-af1c-7cde260166a7
None, The Man In The Iron Mask, 1, , The Man In The Iron Mask 01 (of 6) (2007) (The Scangstas-DCP).cbz, 25, 13.9082832336, 943ed6f5-f3cf-4bae-8a2b-7d0f9177311b
None, The Man With No Name, 1, , The Man With No Name 001 (2008) (2 covers) (Minutemen-Zone).cbz, 25, 16.3524608612, b7ad7b2b-f3e6-4a99-86fa-0dd2018ae80e
None, The Man With No Name, 1, , The Man With No Name 01 (2008) (Mystery-DCP).cbz, 37, 18.0879611969, 69608499-8274-4d21-b52a-50335832a9e9
None, The Man With No Name, 2, , The Man With No Name 02 (2008) (The Scangstas-DCP).cbz, 25, 11.8056325912, 2ada3fec-6347-4caa-8080-ec35d40417b3
None, The Man With No Name, 2, , The Man With No Name 002 (2008) (Minutemen-LockeZone).cbz, 26, 19.2853679657, df24605d-34d8-4ef4-9e9d-58afb6f987d2
None, The Man With The Getaway Face, , , The Man With The Getaway Face (2010) (Bchry-DCP).cbz, 28, 22.6818780899, 36dbf1cb-00f9-4f34-b935-e1c143f75738
None, The Many Adventures Of Miranda Mercury, 295, , The Many Adventures Of Miranda Mercury 295 (2008) (RacerX-DCP).cbz, 35, 14.4624128342, dddf4ded-067d-4acc-99c7-4e8557d58fd3
None, The Marvel Poster Book, 1, , The Marvel Poster Book 001 (1991) (c2c) (BlackJack & ArtNet-DCP).cbz, 36, 40.1745519638, 4cdccb83-7d59-4211-8410-57de3352a41a
None, Marvel Triple Action, 1, , Marvel Triple Action 001 (2009) (c2c) (ArtNet-DCP).cbz, 76, 66.3150300980, a4186408-7d35-4e95-a7fa-260451d511cf
None, Marvel Triple Action, 2, , Marvel Triple Action 002 (2009) (c2c) (BlackJack & ArtNet-DCP).cbz, 76, 62.7377481461, eb3120b0-6125-4de1-9d11-a0bc53184157
None, Marvel Triple Action, 3, , Marvel Triple Action 003 (2009) (c2c) (BlackJack & ArtNet-DCP).cbz, 76, 62.9477787018, b7fd85b3-41bd-48da-8d5e-e9c671e391e3
None, The Marvelous Land of Oz, 8, , The Marvelous Land of Oz 08 (of 8) (2010) (GreenGiant-DCP).cbz, 26, 12.6509160995, 5d668bf1-288f-4fa3-a03b-01ba59522a1d
None, The Marvelous Land of Oz, 8, , The Marvelous Land of Oz 08 (of 08) (2010) (two covers) (Minutemen-Sha-Hic!).cbz, 27, 24.5881061554, 03ec0ab8-48be-4db7-9365-449004560241
None, The Marvels Project, 3, , The Marvels Project 03 (of 08) (2009) (2 Covers) (Minutemen-CalamityCoyote).cbz, 26, 20.7964439392, 66be6ee5-ff47-4d24-9d8e-15bc594b7709
None, Mass Effect - Evolution, 1, , Mass Effect - Evolution 001 (2011) (noads) (2 covers) (Oroboros-CPS).cbz, 26, 13.2801389694, c18bd859-c493-4805-9924-418bba313007
None, Mass Effect - Evolution, 1, , Mass Effect - Evolution 001 (2011) (c2c) (2 covers) (Oroboros-CPS).cbz, 34, 16.0345439911, e7bd0919-7a4f-4fef-91da-a455527cb101
None, Mass Effect - Evolution, 1, , Mass Effect - Evolution 01 (of 04) (2011) (two covers) (Mintuemen-DTs).cbz, 26, 28.4249906540, 3ffe3360-da73-4e9d-888e-4c964424c88b
None, MAD Magazine, 507, , MAD Magazine #507 (2010) (Scalliwags).cbz, 52, 63.2672977448, 6b4fd4c5-f05b-4629-a3c6-7278b8619e5c
None, McFarlane Toys Catalog, , , McFarlane Toys Catalog (1999) (c2c) (Popbot & ArtNet-DCP).cbz, 22, 16.1422634125, 99426c6d-a863-4bf7-900b-09c475971cab
None, The Megas, 1, , The Megas 01 (2008) (The Scangstas-DCP).cbz, 30, 14.3987531662, 0fe89fa2-74ce-48e8-b756-35ab26363d87
None, The Megas, 2, , The Megas 02 (2008) (The Scangstas-DCP).cbz, 27, 9.33078098297, 8ba39086-6cf1-428b-9668-c749874418bc
None, Memoir, 1, , Memoir 01 (of 06) (2011) (Minutemen-DTs).cbz, 25, 24.8307638168, 0b273d4b-42ed-4697-b681-7ed86344d01f
None, Menomonee Falls Gazette 103, 3, , Menomonee Falls Gazette 103 (1973-12-03)(c2c)(PeteThePIPster).cbz, 46, 175.746895790, 9f960832-7841-4371-b6e8-29ee69412680
None, Menomonee Falls Gazette 104, 10, , Menomonee Falls Gazette 104 (1973-12-10)(c2c)(PeteThePIPster).cbz, 44, 159.350848198, 5d27159b-14ee-41ec-aae3-d8e534b67441
None, Menomonee Falls Gazette 105, 11, , Menomonee Falls Gazette 105 (1973-12-11)(c2c)(PeteThePIPster).cbz, 46, 165.427968025, ac04ed1d-892d-4b32-918a-2f887b09ca23
None, The Metabarons Book  - Aghora & The Last Metabaron, 4, , The Metabarons Book 04 - Aghora & The Last Metabaron (2010) (c2c) (Minutemen-DTs).cbz, 124, 120.219537735, 09235432-df73-44aa-a2b3-a82d6393db23
None, The Mice Templar, 1, , The Mice Templar 01 (2007) (Minutemen).cbz, 55, 23.6695356369, ddd11620-b522-4c74-b3c3-1a0064aa9436
None, The Mice Templar, 1, , The Mice Templar, Volume III - A Midwinter Night's Dream 01 (of 06) (2010) (two covers) (c2c) (Minutemen-Sha-Hic!).cbz, 32, 32.5749082565, 9ef1e46e-8864-4469-87cb-f392b0e3104f
None, Michael Turners Soulfire, 9, 2, Michael Turners Soulfire V2 009(c2c)(2 covers)(Aspen)(2010)(YZ1).cbz, 33, 19.5379562378, f8084c53-fbb1-4f05-bbf6-58f0a132e8cf
None, Mickey Mouse and Friends, 303, , Mickey Mouse and Friends 303 (2010) (c2c) (HFB-CPS).cbz, 29, 14.6524333954, 42a94d51-76ef-438d-94ac-718119812f14
None, The Middleman, 4, 2, The Middleman v2 04 (of 04) (2006) (Minutemen-BroomhandleMauser & Resin).cbz, 25, 15.9179677963, 97d7a6a9-975e-4ceb-b0bb-b14a22ff5ac7
None, The Mighty Crusaders, 1, , The Mighty Crusaders 01 (2010) (Minutemen - Twiztid Sith).cbz, 23, 20.2049789429, 17f07404-4034-4d59-bdbe-14daf9870e42
None, The Mighty Crusaders, 1, , The Mighty Crusaders 01 (2010) (2 covers) (Minutemen-TwizToons).cbz, 26, 28.2923440933, 7ccca8fa-8230-4125-9852-3a3826426d38
None, The Mighty Crusaders, 2, , The Mighty Crusaders 02 (2010) (Minutemen - Twiztid Sith).cbz, 24, 20.2768478394, 45f5f339-15d5-4300-bd32-bb88cf018f02
None, The Mighty Crusaders, 2, , The Mighty Crusaders 02 (2010) (Minutemen-TwizToons).cbz, 27, 28.4028263092, 0095112e-fafc-492c-8eb4-63a3b4cd6dcf
None, The Mighty Crusaders, 3, , The Mighty Crusaders 03 (2010) (Minutemen - Twiztid Sith).cbz, 25, 20.4982528687, e410d82a-0f05-4332-89b7-7e9052291f62
None, The Mighty Crusaders, 3, , The Mighty Crusaders 03 (2010) (Minutemen-TwizToons).cbz, 26, 24.1951494217, 88aa1d94-05d0-4197-a81a-55373f13530e
None, The Mighty Crusaders, 4, , The Mighty Crusaders 04 (2010) (Minutemen-TwiztidSith).cbz, 23, 20.0302076340, 5e29017b-a9b9-415f-b44b-6c3e69fb3f11
None, The Mighty Crusaders, 4, , The Mighty Crusaders 04 (2010) (Minutemen-TwizToons).cbz, 26, 28.1993465424, 681d637a-c1b9-4d89-a334-0fbe9c45ac1f
None, The Mighty Crusaders, 5, , The Mighty Crusaders 05 (2011) (Minutemen-TwiztidSith).cbz, 24, 19.0298395157, 1b120125-1493-4a46-bea2-ee5034be8d0e
None, The Mighty Crusaders, 5, , The Mighty Crusaders 05 (of 06) (2011) (Minutemen-TwizToons).cbz, 27, 26.4254417419, 7dcc23bb-be55-492d-bef2-88f83ab8bf5a
None, The Mighty Crusaders, 6, , The Mighty Crusaders 06 (2011) (Minutemen-TwiztidSith).cbz, 23, 22.5343427658, 93ccd755-881c-4d9c-8cf6-c0caccb0c5aa
None, The Mighty Crusaders, 6, , The Mighty Crusaders 06 (of 06) (2011) (Minutemen-TwizToons).cbz, 26, 24.6869611740, 850ef238-60c2-4a3c-95dd-57e42e2fc500
None, The Mighty Mites, 1, 1, The Mighty Mites V1 001 (1986) (c2c) (ArtNet-DCP).cbz, 35, 25.3185558319, 56683da8-efcf-4841-bafd-f7476141a9d9
None, The Mighty Mites, 2, 1, The Mighty Mites V1 002 (1987) (c2c) (Both Covers) (BlackJack & ArtNet-DCP).cbz, 37, 22.0800170898, 78cc3243-fb97-4900-b130-fa6f68aed418
None, The Mighty Mites, 3, 1, The Mighty Mites V1 003 (1987) (c2c) (ArtNet-DCP).cbz, 36, 22.8531160355, 6d34c055-cf08-4449-a3a6-ef064dc4703d
None, The Mighty Mites, 1, 2, The Mighty Mites V2 001 (1987) (c2c) (ArtNet-DCP).cbz, 35, 24.9100742340, 2d6069bb-d5ea-414e-818e-dd8b80d1e48d
None, The Mighty Mites, 2, 2, The Mighty Mites V2 002 (1987) (c2c) (BlackJack & ArtNet-DCP).cbz, 34, 24.2925071716, b5f6d0b2-cc18-48eb-8d90-181086894211
None, Millennium Edition - House of Secrets, 92, , Millennium Edition - House of Secrets 092 (2000) (ComicHost-DCP).cbz, 29, 25.1031818390, 2bcdf48d-7682-4d0c-b5b3-d9ed6a00622a
None, Millennium Edition Showcase, 9, , Millennium Edition Showcase 009 (2001) (ComicHost-ActionComics-DCP).cbz, 34, 38.4860267639, b1cd0582-c3d4-41b2-b9c1-e58a7ddd9e1f
None, The Miscellaneous Adventures of Stykman, 1, , The Miscellaneous Adventures of Stykman 01 (Primusguy-DCP).cbz, 31, 13.0001792908, f6d67e96-96c8-4c9f-ba94-df86c9ec8da7
None, Morning Glories, 6, , Morning Glories 06 (2011) (two covers) (Minutemen-DTs).cbz, 28, 17.8501586914, ece6f27e-c8df-4439-b5da-81fee1eb64cb
None, Motel Art Improvement Service, , , Motel Art Improvement Service (2010) (c2c) (Minutemen-DTs).cbz, 213, 96.8807964325, d063e0a1-9d48-458d-994c-af718f194367
None, The Moth Special Edition, , , The Moth Special Edition (2008) (FCBD) (c2c) (FrankBlack-DCP).cbz, 37, 16.2815876007, bd8bc1d2-6607-423c-9727-c602633a99db
None, The Muppet Show, 2, , The Muppet Show 02 (2010) (2 covers) (Minutemen - Drunk with Passion).cbz, 26, 21.8588571548, 3974045d-d037-4d67-ae2a-c593f8a1f19d
None, The Muppet Show - The Comic Book, 0, , The Muppet Show - The Comic Book 00 (2009) (two covers) (Minutemen-DTs).cbz, 25, 24.2233247757, 96c0dab8-1861-49d9-83d4-f50980a6826d
None, The Muppet Show - The Comic Book, 1, , The Muppet Show - The Comic Book 01 (2009) (two covers) (Minutemen-DTs).cbz, 25, 28.1584701538, db86733d-19f7-4b5d-9081-2ce67cf53487
None, The Muppet Show - The Comic Book, 8, , The Muppet Show - The Comic Book 08 (2010) (2 covers) (Minutemen - Drunk with Passion).cbz, 26, 22.3018579483, a93c162d-f9f5-406a-b43d-fca8586f9bf3
None, The Muppet Show - The Comic Book, 9, , The Muppet Show - The Comic Book 09 (2010) (Minutemen-Drunk with Passion).cbz, 25, 20.4756603241, 5770c200-4587-42d7-ad97-81e9cdbc032d
None, The Muppet Show - The Comic Book, 10, , The Muppet Show - The Comic Book 10 (2010) (Minutemen-Drunk with Passion).cbz, 25, 20.9701461792, f6a41957-5952-4cd7-a743-13113fb65114
None, The Muppet Show - The Comic Book, 11, , The Muppet Show - The Comic Book 11 (2010) (Minutemen-DTs).cbz, 24, 23.4395017624, 28fd87ea-37c7-4310-a7c2-c51b8c553c21
None, The Murder of King Tut, 2, , The Murder of King Tut 02 (of 04) (2010) (Minutemen-DeliriousPhD).cbz, 27, 28.5341291428, ab3821b8-8f4b-4e93-af93-c2d838846cf0
None, The Murder of King Tut, 2, , The Murder of King Tut 02 (of 04) (2010) (fixed) (Minutemen-DeliriousPhD).cbz, 27, 28.5608663559, 57109133-401a-4791-977a-de7f2aecf2f1
None, The Murder of King Tut, 3, , The Murder of King Tut 03 (of 04) (2010) (Minutemen-DeliriousPhD).cbz, 28, 27.4000320435, 539879a2-2928-4ce2-b69d-0fd79738f44d
None, The Murder of King Tut, 4, , The Murder of King Tut 04 (of 04) (2010) (Minutemen-DeliriousPhD).cbz, 25, 25.8238115311, e4451484-a4c2-49fa-b357-1a3f08a9f066
None, The Murder of King Tut, 5, , The Murder of King Tut 05 (of 05) (2010) (Minutemen-DeliriousPhD).cbz, 24, 25.7649669647, 80a28df3-2b1a-4ff1-b364-ad63aa761fde
None, Mutant X, 17, , Mutant X 017 (2000) (Minutemen-Meganubis).cbz, 24, 28.5843820572, 1f46d266-6576-4ba7-ad4d-fdfa4a44d61b
None, Mutant X, 18, , Mutant X 018 (2000) (Minutemen-Meganubis).cbz, 25, 25.1452226639, 68d81ff6-83a2-4444-b3ca-698a39331a2c
None, Mutant X, 19, , Mutant X 019 (2000) (Minutemen-Meganubis).cbz, 25, 29.4308834076, bccf437c-44e5-4798-801c-5fc4a1d4080f
None, Mutant X, 20, , Mutant X 020 (2000) (Minutemen-Meganubis).cbz, 25, 30.2420053482, 7dff26a9-f62e-4b1c-bf66-1ee0987a2ea0
None, Mutant X, 21, , Mutant X 021 (2000) (Minutemen-Meganubis).cbz, 24, 34.1599845886, 2f439d43-0b82-4958-8692-1e981a425725
None, Mutant X, 22, , Mutant X 022 (2000) (Minutemen-Meganubis).cbz, 25, 27.9515943527, b605474f-1056-4034-9b6d-eb878db0426f
None, Mutant X, 23, , Mutant X 023 (2000) (Minutemen-Meganubis).cbz, 24, 27.7346305847, ee017994-9451-4aa3-b149-9eb654d9dff4
None, Mutant X, 24, , Mutant X 024 (2000) (Minutemen-Meganubis).cbz, 26, 27.1163845062, 5cb462db-6bce-4346-9ba9-94234b655892
None, Mutant X, 25, , Mutant X 025 (2000) (Minutemen-Meganubis).cbz, 41, 48.5007848740, 6c2655b4-8846-4b17-8879-f0f4297778b5
