b.CVDB_ID, b.Series, b.Number, b.Volume, b.FileName, b.PageCount, b.FileSize, b.ID 
None, 28 Days Later, 19, , 28 Days Later 019 (2011) (c2c) (Legion-CPS).cbz, 29, 10.6512441635, cf18eded-6d62-4de7-8ef2-c394fa1da4c7
None, 1994, 21, , 1994 21(c2c)(Warren)(1981)(YZ1).cbz, 63, 48.6554822922, 6e6b633e-3968-4d5d-a17b-3cd44863bbee
None, 1994, 22, , 1994 22(c2c)(Warren)(1981)(YZ1).cbz, 57, 44.8275756836, c257cd9a-565c-4b30-b7a2-48af61f69ce5
None, 1994, 23, , 1994 23(c2c)(Warren)(1982)(YZ1).cbz, 62, 47.3362760544, 64dd6fe1-6ed6-4fa5-9abb-ed1c9b3a9aa0
None, 2000AD, 1715, , 2000AD 1715 (fixed) (05-01-11) (John Williams-DCP).cbz, 33, 18.8998823166, 5c891903-e37f-41b1-8b74-b0085109db99
None, 2000AD, 1716, , 2000AD 1716 (fixed) (12-01-11) (John Williams-DCP).cbz, 33, 18.5472021103, 19a64a94-3801-4024-a34c-db6a19c05b07
None, 20000 AD Presents - Stone Island, 7, , 20000 AD Presents - Stone Island (2008-07) 49p (c2c) Kritter-DCP).cbz, 49, 17.8560066223, ba628b10-20a6-4f2a-a3f8-c04778f42bda
None, A John Stanley Ha Ha Ha Ha Ha Halloween Treat, , , A John Stanley Ha Ha Ha Ha Ha Halloween Treat (2010) (GreenGiant-DCP).cbz, 17, 7.72656059265, 2818f657-c70e-4f10-a720-de81fdea5cad
None, The Acme Novelty Library, 20, , The Acme Novelty Library 20 (2010) (c2c) (Minutemen-DTs).cbz, 80, 46.1290893555, c83d936a-b549-4a8e-a92b-6939fc173400
None, Action Comics, 579, , Action Comics 579 (c2c)(ActionComics-DCP).cbz, 36, 23.9886798859, 92c2d715-7db8-4c76-8dc3-80c936fcfd37
None, Adventure Comics, 522, , Adventure Comics 522 (2011) (noads) (Legion-CPS).cbz, 23, 12.1274929047, 795df7a6-7e36-4590-b4da-d3cb25d65fc8
None, Adventure Comics, 522, , Adventure Comics 522 (2011) (Avalon-SCC-DCP).cbz, 29, 18.1768007278, 8ee948e8-4c24-4f74-bed3-9bf5c4d157d8
None, Adventure Comics, 522, , Adventure Comics 522 (2011) (c2c) (Legion-CPS).cbz, 35, 18.5839443207, 8295c881-1f66-40c8-9994-0e6ff4c977ad
None, Adventure Comics, 522, , Adventure Comics 522 (2011) (Minutemen-Hawaiian Punch).cbz, 22, 21.9402894974, 87c1c00e-1e65-4e83-bd68-d776dd00b939
None, The Adventures of Snake Plissken, , , The Adventures of Snake Plissken (1997) (Citizen Pain-DCP).cbz, 25, 61.8557577133, 499a2809-345f-4c4f-a73a-09d4af0febb3
None, All New Batman Brave & the Bold, 2, , All New Batman Brave & the Bold 002 (2011) (noads) (HFB-CPS).cbz, 22, 10.8461894989, 1c4ef2f0-004d-45b1-846c-2ecb61310497
None, All New Batman Brave & the Bold, 2, , All New Batman Brave & the Bold 002 (2011) (c2c) (HFB-CPS).cbz, 36, 17.2162303925, 46cda420-b71c-42b2-b670-f7f621734a73
None, All New Batman Brave & the Bold , 3, , All New Batman Brave & the Bold 003 c2c (2011) (Jojo).cbz, 36, 34.6026964188, 1cd46ac5-16d2-45aa-9646-0caab9dd514f
None, All New Collector's Edition, 62, , All New Collector's Edition (Superman The Movie) C-62 (1979) (c2c) (ActionComics-DCP).cbz, 66, 134.852334976, 2a1a6d9a-7523-45d5-ad65-879a2ebf79a5
None, Alpha Flight, 13, 2, Alpha Flight v2 #13 (Aug-1998)(c2c)(Comichost-sk-DCP).cbz, 36, 19.1883163452, c67ada50-0dc4-4e5f-a766-b9887974ccd3
None, The Amazing Spider-Man, 648, , The Amazing Spider-Man 648 (2011) (6 covers) (noads) (RoboticProletariat-CPS-DCP).cbz, 55, 38.7944879532, 83409c9f-3c03-4f09-a3a1-107cf90c917a
None, The Amazing Spider-Man, 649, , The Amazing Spider-Man 649 (2011) (noads) (RoboticProletariat-CPS-DCP).cbz, 34, 23.0098247528, 24c0a405-e57a-48d3-9324-6b7cfbdc6dfd
None, The Amazing Spider-Man, 650, , The Amazing Spider-Man 650 (2011) (noads) (RoboticProletariat-CPS-DCP).cbz, 34, 23.8285017014, 9ccd4451-f793-4cee-9e50-3c5b53e12a42
None, The Amazing Spider-Man, 651, , The Amazing Spider-Man 651 (2011) (The Last Kryptonian-DCP).cbz, 38, 23.1673479080, dcb8e89e-8d47-4ba4-b9a5-288d394efc75
None, The Amazing Spider-Man, 651, , The Amazing Spider-Man 651 (2011) (2 covers - noads) (RoboticProletariat-CPS-DCP).cbz, 33, 27.4126768112, a46c55e4-b8eb-431b-ab8a-4b29bce55de4
None, The Amazing Spider-Man, 652, , The Amazing Spider-Man 652 (2011) (The Last Kryptonian-DCP).cbz, 40, 22.1540794373, 2a0c02a8-ceb0-496e-8422-d2d8d8d564d3
None, The Amazing Spider-Man, 652, , The Amazing Spider-Man 652 (2011) (Minutemen-Megatonic).cbz, 32, 30.1549749374, ec1c8bf0-2d1e-4576-bfac-671f0d343ef8
255922, The Amazing Spider-Man, 651, 1963, The Amazing Spider-Man 651 (2011) (2 covers - c2c) (RoboticProletariat-CPS-DCP).cbz, 43, 31.5435733795, 0c7bbf4a-2acf-4b56-8659-1eec35d5339b
255922, The Amazing Spider-Man, 651, 1963, The Amazing Spider-Man 651 (2011) (two covers) (Minutemen-Megatonic).cbz, 33, 35.2750911713, 0dd94ee6-298c-40e0-ba5c-ecef42a7e1f6
None, American Vampire, 10, , American Vampire 010 (2011) (Minutemen-NosferaTew).cbz, 25, 23.3264980316, 68792341-c532-4c62-9924-265c5a8289b9
None, The Amory Wars - In Keeping Secrets of Silent Earth 3, 7, , The Amory Wars - In Keeping Secrets of Silent Earth 3 07 (2010) (Cl).cbz, 24, 17.9893455505, 0f491fa9-3d51-46a6-a8bb-45f0d230ea31
None, Angelus, 6, , Angelus 06 (2010) (c2c) (fixed) (HW-DCP).cbz, 32, 17.1459255219, ba34ec34-4752-4d31-8ad9-e0cfacbf59c0
None, Anita Blake - Circus of the Damned - The Ingenue, 1, , Anita Blake - Circus of the Damned - The Ingenue 001 (2011) (noads) (Badass-CPS).cbz, 26, 17.1037435532, ae2a5030-13d0-4414-8732-7651888ee70d
258515, Anita Blake: Circus of the Damned - The Ingenue, 1, 2011, Anita Blake - Circus of the Damned - The Ingenue 001 (2011) (c2c) (Badass-CPS).cbz, 36, 23.5302534103, 8eb128a8-5550-4f6c-b72d-e4160098544c
None, Ant-Man & Wasp, 3, , Ant-Man & Wasp 03 (of 03) (2011) (Minutemen-DTs).cbz, 25, 20.6648006439, 92284cfe-06af-4f7d-aa94-e4925e7908ab
None, Aquablue T09 - The Totem Of Cynos, , , Aquablue T09 - The Totem Of Cynos (2009)(Dragonz).cbz, 51, 38.1349220276, a628e9bd-6672-4dae-a86e-76ddc0a5a392
None, Archie, 192, , Archie 192 (1969 now complete).cbz, 36, 16.8376197815, 0ff25a3c-3254-46d9-bffe-fea93d43e671
None, Archie's Girls Betty and Veronica, 330, , Archie's Girls Betty and Veronica 330 (Jun-1984) (ComicHost-sk-DCP).cbz, 28, 18.7751588821, bb75f0e7-1f32-4a28-b04c-8dcc5c653a43
None, Archie's Girls Betty and Veronica, 333, , Archie's Girls Betty and Veronica 333 (Dec-1984) (ComicHost-sk-DCP).cbz, 27, 17.7416610718, 0e92dbe0-c3ba-422a-acfe-327786ca8109
None, Archie's Girls Betty and Veronica, 334, , Archie's Girls Betty and Veronica 334 (Feb-1985) (ComicHost-sk-DCP).cbz, 28, 19.0292024612, 7d85fa2e-0ffb-4295-a6bd-22ac88a8cf36
None, Archie's Girls Betty and Veronica, 335, , Archie's Girls Betty and Veronica 335 (Apr-1985) (ComicHost-sk-DCP).cbz, 27, 17.6225099564, 511346dd-2d5f-4b99-8b17-07bef7a79e8b
None, Archie's Girls Betty and Veronica, 336, , Archie's Girls Betty and Veronica 336 (Jun-1985) (ComicHost-sk-DCP).cbz, 29, 16.4373474121, e15b93d6-cf1c-4e34-a4b2-73feed3781b0
None, Archie's Girls Betty and Veronica, 337, , Archie's Girls Betty and Veronica 337 (Aug-1985) (ComicHost-sk-DCP).cbz, 27, 17.7300281525, 8cdad154-52ae-4d95-b5b5-ca8b6a8c2179
None, Archie Giant Series Magazine 185, 6, , Archie Giant Series Magazine 185 (Li'l Jinx) (1971-06) (c2c) (GreenGiant-DCP).cbz, 52, 37.7442693710, 7429bcd3-bcb3-48ff-b8ab-7ced7c9a7529
None, Archie Giant Series Magazine 233, 4, , Archie Giant Series Magazine 233 (1975-04) (World of Jughead) (c2c) (GreenGiant-DCP).cbz, 53, 37.0485849380, 1ae878b2-5a05-4183-bcf0-7853adbc0e38
None, Arrow Comics, , , Arrow Comics Preview 1998 c2c (A-Team-DCP).cbz, 8, 17.1613311768, 4bdeeaa5-186b-495f-886e-4b8442722208
None, Artifacts, 4, , Artifacts 04 (of 13) (2010) (2 covers) (c2c) (HW-DCP).cbz, 34, 19.7897977829, f012ed58-b7d2-4f00-902a-a88688313e73
None, The Avengers, 6, , The Avengers 006 (2010) (Hatful Of Hollow-DCP).cbz, 34, 21.4193487167, 1b6593d5-8f81-4aa2-abca-2385de0d4403
None, The Avengers, 7, , The Avengers 007 (6 Covers) (2011) (Hatful Of Hollow-DCP).cbz, 38, 25.0761594772, c0cca6b8-c1cc-4613-b769-02f41b0dc288
None, The Avengers, 8, , The Avengers 008 (noads) (2011) (LegionLovesJoins-CPS).cbz, 32, 18.9910478592, d47ead02-f2aa-4a96-92ee-cb17ca4ab5aa
None, Avengers, 3, , Avengers 003 (2010) (Bchry-DCP).cbz, 32, 30.5155973434, ac9e62ea-d601-4123-a16a-3475501ad8e7
None, Avengers, 4, , Avengers 004 (2010) (Bchry-DCP).cbz, 30, 31.7328510284, 684bb212-0e2a-4c2b-9a99-839439c672a8
None, Avengers, 8, , Avengers 008 (2011) (Minutemen-TwiztidSax).cbz, 32, 26.4371852875, a4532187-8e8e-44ed-b6b4-a316cf58e03a
None, Avengers, 302, , Avengers 302 (1989) (Bchry-DCP).cbz, 25, 27.0979681015, 959aa686-8c9a-4d23-b180-609520e57aee
None, Avengers, 303, , Avengers 303 (1989) (Bchry-DCP).cbz, 25, 27.7578754425, 5106b929-cc04-465e-a6aa-372efd30f6e7
None, Avengers, 304, , Avengers 304 (1989) (Bchry-DCP).cbz, 25, 29.9592418671, e287ccf2-3cd6-43e4-994c-dc44bfdeb31f
None, Avengers, 305, , Avengers 305 (1989) (Bchry-DCP).cbz, 24, 30.5761833191, df8c51dd-2030-4dfc-86b2-44bbd0e8927b
None, Avengers, 306, , Avengers 306 (1989) (Bchry-DCP).cbz, 24, 29.6807746887, d3302c91-8ac1-4b86-909d-65387937d159
None, Avengers, 307, , Avengers 307 (1989) (Bchry-DCP).cbz, 25, 28.5311479568, c9e5dd62-dbce-4a99-9bf2-7b36bfdf06eb
None, Avengers, 308, , Avengers 308 (1989) (Bchry-DCP).cbz, 25, 31.8103265762, efc476e3-4649-4088-9425-ba54e75b84aa
None, Avengers, 309, , Avengers 309 (1989) (Bchry-DCP).cbz, 24, 26.3073444366, 52f088ec-0392-45a9-a804-f309c609cd6b
None, Avengers, 310, , Avengers 310 (1989) (Bchry-DCP).cbz, 25, 26.4959459305, 63ce91c1-475a-4e4f-a40e-6cd1febd8d6f
None, Avengers - Earth's Mightiest Heroes, 1, , Avengers - Earth's Mightiest Heroes 01 (of 04) (2011) (Minutemen-TwiztiD-T).cbz, 27, 22.3287191391, 95133a5b-5488-4855-95d6-d9353c7856dd
None, Avengers - Earth's Mightiest Heroes, 2, , Avengers - Earth's Mightiest Heroes 02 (of 04) (2011) (Minutemen-TwiztiD-T).cbz, 29, 23.8290052414, 6c0205cb-9c20-4a6b-9f08-d5a687e0989d
None, Avengers - Earth's Mightiest Heroes, 3, , Avengers - Earth's Mightiest Heroes 03 (of 04) (2011) (Minutemen-TwiztiD-T).cbz, 28, 21.1698436737, c9ea3209-c228-4858-a196-772fa510d499
None, Avengers - The Children's Crusade, 4, , Avengers - The Children's Crusade 04 (of 09) (2011) (Minutemen-Meganubis).cbz, 31, 39.6545896530, 136b5b80-3594-4425-a109-4dc3c24b8b65
None, Avengers - The Children's Crusade, 4, , Avengers - The Children's Crusade 04 (of 09) (2011) (c2c) (Minutemen-Meganubis).cbz, 33, 41.0390014648, 8c2ebd4f-e0b0-49c5-8149-2a94d81dd17e
None, Avengers - The Childrens Crusade, 4, , Avengers - The Childrens Crusade 04 (2011) (noads) (AngelicLegion-CPS).cbz, 22, 18.9865436554, 899a4d9b-cc44-4cf6-a0a0-3eaf935fd61e
None, Avengers - The Childrens Crusade, 4, , Avengers - The Childrens Crusade 04 (2011) (c2c) (AngelicLegion-CPS).cbz, 33, 25.8537836075, 30be8eff-d930-49d0-bcf2-e3ab60732fce
None, Avengers - The Childrens Crusade, 4, , Avengers - The Childrens Crusade 04 (2011) (f) (c2c) (AngelicLegion-CPS).cbz, 33, 26.1409235001, 53fc9870-b388-4b57-a652-9e7694bbfce9
None, Avengers Academy, 8, , Avengers Academy 008 (2011) (noads) (Legion-CPS).cbz, 26, 11.6446628571, 4331e4ac-2160-4290-803e-3cea8fb78432
None, Avengers Academy, 8, , Avengers Academy 008 (2011) (c2c) (Legion-CPS).cbz, 36, 16.7473964691, c4383103-3641-4afd-ac51-b5e03c10ff83
None, Avengers Earth's Mightest Heroes, 3, , Avengers Earth's Mightest Heroes 003 (2011) (Bchry-DCP).cbz, 28, 19.7763395309, 4e4d3dd1-0727-4acc-827a-72d274d9fe0e
None, Avengers Party Flyer, , , Avengers Party Flyer (2010) (ArtNet-DCP).cbz, 2, 1.42301368713, 40bf8b1b-42dc-47e5-bf8a-4f2e5812aaa2
None, Avengers Prime, 5, , Avengers Prime 05 (noads) (2011) (AngelicLegion-CPS).cbz, 28, 27.3857727051, e7fa85c1-1ba2-4c6d-840d-d1413762be01
None, Avengers Prime, 5, , Avengers Prime 05 (c2c) (2011) (AngelicLegion-CPS).cbz, 35, 30.7645215988, d1a07b64-fd45-4e36-ac5a-28ca7577eb99
None, Avengers Prime, 5, , Avengers Prime 005 (2011) (Bchry-DCP).cbz, 27, 32.3538656235, 56ffd881-339d-43c8-b23d-f2b516ec5db4
None, Avengers Prime, 5, , Avengers Prime 05 (of 05) (2011) (two covers) (Minutemen-Sha-Hic!).cbz, 29, 33.8181629181, 2e8be07d-a9fe-4e8a-b945-02829a0af4c5
None, Avengers The Kree-Skrull War TPB, , , Avengers The Kree-Skrull War TPB (Bchry-DCP).cbz, 210, 217.460490227, fb157cea-83ea-4e7e-8606-ef7bc52ec911
None, Avengers Thor & Captain America - Official Index to the Marvel Universe, 4, , Avengers Thor & Captain America - Official Index to the Marvel Universe 004 (2010)(c2c)(PeteThePIPster).cbz, 68, 50.5053300858, a1c0ae21-531e-44ac-a516-c12670ae5495
None, Avengers vs. Pet Avengers, 4, , Avengers vs. Pet Avengers 04 (of 04) (2011) (Minutemen-DTs).cbz, 22, 16.7418327332, 4ac03ff9-0861-4df0-9fa0-8cc52cb10e14
None, Azrael, 16, , Azrael 016 (2011) (GreenGiant-DCP).cbz, 23, 11.1888294220, 992751f2-1b2e-4509-948d-b715f48cecd6
None, B.P.R.D. - Hell on Earth - Gods, 1, , B.P.R.D. - Hell on Earth - Gods 01 (of 03) (2011) (two covers) (Minutemen-DTs).cbz, 28, 26.6020936966, 481bed54-6572-46a9-bb4b-0ce32ad18444
None, B.P.R.D. Hell On Earth Gods, 1, , B.P.R.D. Hell On Earth Gods 1(c2c)(Dark Horse)(2011)(YZ1).cbz, 33, 16.4769811630, 99fdb82d-e871-4b88-a85e-8028ab7b7961
None, B.P.R.D. Hell On Earth Gods, 1, , B.P.R.D. Hell On Earth Gods 1(c2c)(2 covers)(Dark Horse)(2011)(YZ1).cbz, 34, 16.8122692108, ee486223-6d7c-4208-8c5f-0577f13794be
None, BPRD - Hell on Earth - Gods, 1, , BPRD - Hell on Earth - Gods 01 (2011) (noads) (Archangel & FP-CPS).cbz, 28, 21.0227661133, c3b91eca-6a4a-4b0e-9aee-9825be4e6832
None, BPRD - Hell on Earth - Gods, 1, , BPRD - Hell on Earth - Gods 01 (2011) (c2c) (Archangel & FP-CPS).cbz, 33, 23.8305196762, f692a3c4-9233-4b2e-b602-3340c48487ed
None, Barks Bear Book, , , Barks Bear Book (1979) (c2c) (Walkabout-DCP).cbz, 278, 152.887722015, 92a67316-7a53-423d-808e-26413000890b
None, The Barr Girls, 1, , The Barr Girls 01 (1996) (AntarcticPress-Venus) (ADULT) (c2c) (Minutemen-Tyler).cbz, 37, 18.1074190140, 4b03115e-c47c-4221-8983-7a7e968137a4
None, The Bat, 1, , The Bat 001 (1992) (c2c) (FIXED) (BlackJack & ArtNet-DCP).cbz, 35, 24.1742868423, d2742bcb-e41e-45b7-a864-6b404b638a1f
None, Batgirl, 16, , Batgirl 016 (2011) (Minutemen-Oracle).cbz, 26, 20.1510095596, be6acf60-c2ad-489f-b259-4a087effc0e5
None, Batgirl, 17, , Batgirl 017 (2011) (noads) (Legion-CPS).cbz, 25, 11.5044908524, b54e76ef-1f1d-41c3-a2c7-f864483c8f11
None, Batgirl, 17, , Batgirl 017 (2011) (c2c) (Legion-CPS).cbz, 35, 17.1484699249, 5d2ac097-2e06-45c2-94a8-cef7e2584d28
None, Batgirl, 17, , Batgirl 017(c2c)(DC)(2011)(YZ1).cbz, 35, 17.3927640915, d6128a24-c994-4b6f-87fb-933e884f742b
None, Batman, 706, , Batman 706 (2011) (noads) (Legion-CPS).cbz, 22, 9.98060035706, 56b807d1-59c2-4978-b777-d84de07fb92d
None, Batman, 706, , Batman 706 (2011) (c2c) (Legion-CPS).cbz, 34, 16.4055652618, 378c48da-c8c6-4b86-9469-8dc90c3dd66a
None, Batman - Streets of Gotham, 19, , Batman - Streets of Gotham 019 (2011) (GreenGiant-DCP).cbz, 23, 9.30028057098, 882a468a-ec0c-4af2-967b-0b5a9b424fce
None, Batman - The Dark Knight, 1, , Batman - The Dark Knight 01 (2011) (three covers) (Minutemen-TwiztidSax).cbz, 24, 21.8042469025, 6c9f8cba-ec11-471d-99f8-a37ef7e392f7
None, Batman And Robin, 19, , Batman And Robin 019 (2011) (GreenGiant-DCP).cbz, 23, 9.82911968231, aa2b9df8-4eec-4718-9fc0-2a538191e5ac
None, Batman Beyond, 1, , Batman Beyond 001 (2011) (noads) (FrankBlack-CPS).cbz, 23, 10.9875879288, 60db2898-cf41-4ecf-b9e5-ea64f4886522
None, Batman Beyond, 1, , Batman Beyond 01 (2011) (The Last Kryptonian-DCP).cbz, 28, 15.1440382004, c0418366-6d53-450b-83a9-fd4fd719b90d
None, Batman Beyond, 1, , Batman Beyond 001 (2011) (c2c) (FrankBlack-CPS).cbz, 34, 16.9979228973, 8f76a949-6056-403c-a2f4-536c76623776
None, Batman Official Movie Souvenir Magazine, , , Batman Official Movie Souvenir Magazine (1989) (c2c-ActionComics-DCP).cbz, 43, 178.418817520, 63fb7df2-2ec9-406c-96f4-5ab05001eed2
None, Bedrock City, , , Bedrock City (Business Card) (DCP).cbz, 2, 0.143812179565, a9a115c7-dcc0-4aaa-a004-789ee08722fb
None, Betty and Veronica, 251, , Betty and Veronica 251 (2011) (noads) (Legion-CPS).cbz, 26, 14.0721311569, 3a66fa2d-1eea-40e2-baee-67ed83ac8e95
None, Betty and Veronica, 251, , Betty and Veronica 251 (2011) (c2c) (Legion-CPS).cbz, 37, 20.1531248093, 5755b123-bfeb-4cef-9e69-5a0bf4a7b93a
None, Big Questions  - The Sweet Taste of Victory, 15, , Big Questions 15 - The Sweet Taste of Victory (2010) (c2c) (Minutemen-DTs).cbz, 50, 21.8374967575, f6941223-a542-494a-a521-45247e4d1455
None, Billy the Kid's Old Time Oddities and the Ghastly Fiend of London, 4, , Billy the Kid's Old Time Oddities and the Ghastly Fiend of London 04 (of 04) (2011) (two covers) (Minutemen-DTs).cbz, 30, 28.4073772430, fe7f5470-e3b8-46a5-b4c4-99a90cb2d03f
None, Birds of Prey, 8, , Birds of Prey 08 (2011) (GreenGiant-DCP).cbz, 23, 11.1280851364, 6e1c187f-34d9-4baf-a268-80ccd202d3f8
None, Birds of Prey, 8, 2, Birds of Prey v2 008 (2011) (Minutemen-Messrs Sheperd & Tew).cbz, 23, 19.7676801682, c927a492-3049-47b3-a3fd-f5afe9575c2a
None, Black Cat Comics 002, 1, , Black Cat Comics 002 (1946) (1 story + text) (rpt) (Darkmark-DCP).cbz, 12, 4.97533702850, a8c93cd3-186d-4ed7-9e6b-c6eae46b8c1f
None, The Black Coat - Or Give Me Death, 1, , The Black Coat - Or Give Me Death 01 (of 4) (2007) (DarthScanner-DCP).cbz, 33, 22.6413621902, 828954ba-087b-43a9-8af0-f32133e7ad0f
None, The Black Diamond, 1, , The Black Diamond 1 (2007) (BroomhandleMauser & Raynor_ni).cbz, 34, 20.2628707886, 064f1999-babb-418c-84ee-088a9a9020b2
None, The Black Diamond, 2, , The Black Diamond 2 (2007) (BroomhandleMauser&Raynor_ni).cbz, 35, 21.0671100616, 2e20643b-72c8-47d8-a54c-85a811269318
None, Black Panther - The Man Without Fear, 514, , Black Panther - The Man Without Fear 514 (2011) (Minutemen-TwiztiD-T).cbz, 24, 17.5316724777, 7412a92d-8d13-4ee5-8ba0-0d1414777ef2
None, Black Panther Flyer, , , Black Panther Flyer (2010) (Kingpin).cbz, 1, 0.426433563232, 1dbefb01-3b07-4ff0-8609-25dcc003fbfb
None, Blackmoon, 3, , Blackmoon 003 (1987) (c2c) (DuckDodgers-DCP).cbz, 37, 13.7766008377, c769e7b3-3b79-4545-9298-38337506e89f
None, Bloom County  - Penguin Dreams and Stranger Things, , 3, Bloom County v03 - Penguin Dreams and Stranger Things (1985) (Opus-DCP).cbz, 125, 36.9250345230, b93c0d7e-c7ff-4602-b49a-e85521590fec
None, Bone - Happy Halloween, , , Bone - Happy Halloween (2010) (GreenGiant-DCP).cbz, 17, 5.48703575134, 58b27b70-7c63-4e49-bbfb-f48139afa50a
None, Bone  - Rose, , 0, Bone v00 - Rose (2009) (Opus-DCP).cbz, 148, 97.7008333206, 9c98649a-15eb-480b-84a5-8e16dcf05c64
None, Bongo Comics Presents Simpsons Super Spectacular, 12, , Bongo Comics Presents Simpsons Super Spectacular 012 (2010) (Minutemen-TwiztidTew).cbz, 26, 22.9210414886, 9d5a2f1b-ad20-4fa5-9df5-9505d376fcba
None, Book and Magazine Collector, 292, , Book and Magazine Collector 292 (Mike Hubbard Article only) (March 2008).cbz, 7, 8.71977710724, 53bdc273-2f19-427b-97ab-b48fa1009144
None, Book Of Robots, , , Book Of Robots (2000ad Micro Data Prog) (wolfscan-DCP).cbz, 9, 8.01004505157, cf11e218-41f8-44ab-841c-a73b4d18c07f
None, Bookhunter, , , Bookhunter (2007) (Minutemen-DTs).cbz, 149, 43.4778938293, 8df472df-4539-44d0-9bf1-4cab8fbc1857
None, The Boondock Saints - In Nomine Patris, 2, , The Boondock Saints - In Nomine Patris 02 (of 02) (2010) (Minutemen-KameHouse).cbz, 25, 13.2534875870, d33c622e-2da8-4164-880c-11ba095a519b
None, The Boondock Saints - In Nomine Patris, 1, 2, The Boondock Saints - In Nomine Patris v2 01 (of 02) (2010) (Minutemen-XxxX).cbz, 25, 12.3673954010, 7d243746-412d-47c2-9dd8-ea14597dd523
None, The Boondock Saints - In Nomine Patris, 2, 2, The Boondock Saints - In Nomine Patris v2 02 (of 02) (2010) (Minutemen-XxxX).cbz, 25, 10.7876939774, d486df1f-cd9f-476d-bf9a-700a3c46300d
None, The Boys, 6, , The Boys 06 (2007) (Orbit).cbz, 34, 15.7944478989, bc183e48-9d36-4467-a7c1-af1b7ed3dd04
None, The Boys, 7, , The Boys 07 (Both Covers) (2007) (RacerX-DCP).cbz, 28, 14.0954704285, aeece435-cd78-404b-ba69-c9bd5f4f715c
None, The Boys, 8, , The Boys 008 (ocd).cbz, 26, 14.6588144302, d9e3b57d-1a6e-46dd-9f6b-1a4ada581374
None, The Boys, 9, , The Boys 009 (2007) (RacerX-DCP).cbz, 27, 14.0557775497, 6e4530fd-0cbe-4304-9cee-971c05c1e363
None, The Boys, 10, , The Boys 010 (2007) (Minutemen-Mr.Shepherd).cbz, 27, 15.9659738541, 99e57108-6a4b-46d5-a8c7-641e3e158a8c
None, The Boys, 11, , The Boys 11 (2007) (c2c) (ScaNOwaR-DCP).cbz, 37, 17.0219125748, d2e2b135-adc6-4b48-bbe7-aff815b89042
None, The Boys, 12, , The Boys 012 (2008) (RacerX-DCP).cbz, 25, 11.4514522552, 664bdef5-9b55-4ac0-9d46-aa68279b5897
None, The Boys, 12, , The Boys 012 (2007) (fixed) (Minutemen-Shazam!).cbz, 26, 15.0371141434, 6b8ba86a-a8a0-4d2d-bd32-6525a5905c1e
None, The Boys, 13, , The Boys 013 (2008) (c2c) (Kimota! & TheSinner-DCP).cbz, 37, 16.5279684067, e569ce5a-16a6-4499-b365-18ebefeb00c3
None, THE BOYS, 15, , THE BOYS 015 (2008) (RACERX-DCP).cbz, 27, 11.7581281662, 66481a19-53c6-490c-afbb-2c49c4e11d5a
None, The Boys, 16, , The Boys 016 (2008) (RacerX-DCP).cbz, 27, 12.2687559128, 8a02b17c-ba5d-4ce3-bc17-35448cfcaa4a
None, The Boys, 17, , The Boys 017 (2008) (c2c) (The Hoods-DCP).cbz, 37, 15.2296056747, 944fb013-4487-4fe5-87e2-4291a465d067
None, The Boys, 18, , The Boys 018 (2008) (c2c) (The Hoods-DCP).cbz, 37, 15.3750438690, b14c8e8b-b989-468c-8af7-8acb8639aa40
None, The Boys, 19, , The Boys 019 (2008) (The Hoods-DCP).cbz, 37, 17.0358457565, 9e0bc514-37b5-4011-b612-bbb9647af4f9
None, The Boys, 20, , The Boys 020 (2008) (RacerX-DCP).cbz, 28, 13.2522296906, e4c78bd8-3a84-49fe-a52d-6bb6daa5deb4
None, The Boys, 45, , The Boys 45 (2010) (Minutemen-DTs).cbz, 26, 22.6216888428, 4548cca9-1f66-4312-ae2d-ad86a652b6f2
None, The Boys, 46, , The Boys 46 (2010) (Minutemen-DTs).cbz, 25, 20.4300880432, bfbfb13f-a57d-4aee-ac85-4011cfbf9187
None, The Boys, 47, , The Boys 47 (2010) (Minutemen-DTs).cbz, 24, 17.4867334366, 2cf135f6-9562-4e26-97d3-8f6228d72126
None, The Boys, 48, , The Boys 48 (2010) (Minutemen-DTs).cbz, 25, 17.6475715637, 88fbb954-c06a-48f6-a93e-f305f9d9147a
None, The Boys, 49, , The Boys 49 (2010) (Minutemen-DTs).cbz, 25, 18.8107089996, 130c9ce1-8896-4aab-beec-a1366677ad92
None, The Boys, 49, , The Boys 49 (2010) (Minutemen-DTs).cbz, 25, 18.8107652664, 2b87d39f-ed95-4dc0-ae0c-abde1ddd4568
None, The Boys, 50, , The Boys 50 (2011) (c2c) (Minutemen-DTs).cbz, 43, 31.2958154678, 4b6ab53a-437e-4e78-807e-880a8d344518
None, The Boys 015, 1, , The Boys 015 (2008) (RacerX-DCP).1.cbz, 27, 11.7573852539, 0a103a0f-2562-4658-b72d-e34eacf32a87
None, The Boys 015, 2, , The Boys 015 (2008) (RacerX-DCP).2.cbz, 27, 11.7573843002, 5d3e668a-b9ce-430b-8170-594254b0fb85
None, The Boys - Highland Laddie, 1, , The Boys - Highland Laddie 01 (of 06) (2010) (Minutemen-DTs).cbz, 27, 21.3601207733, 9c181e69-77ce-45a1-958c-ecba59414341
None, The Boys - Highland Laddie, 2, , The Boys - Highland Laddie 02 (of 06) (2010) (two covers) (Minutemen-DTs).cbz, 28, 21.1426839828, 677389d7-8749-4edb-b231-a5f973f58ed7
